Area_name,Area_type,Average_2018_2019,Category,Count,Month,Type,Variation (%)
Angus,HSC partnership,71.5,Female,79,2021-05-01,sex,10.5
Argyll & Bute,HSC partnership,49.5,Female,50,2021-05-01,sex,1
Clackmannanshire & Stirling,HSC partnership,58,Female,61,2021-05-01,sex,5.2
Dumfries & Galloway,HSC partnership,82,Female,82,2021-05-01,sex,0
Dundee City,HSC partnership,83,Female,80,2021-05-01,sex,-3.6
East Ayrshire,HSC partnership,69.5,Female,58,2021-05-01,sex,-16.5
East Dunbartonshire,HSC partnership,56.5,Female,71,2021-05-01,sex,25.7
East Lothian,HSC partnership,38,Female,51,2021-05-01,sex,34.2
East Renfrewshire,HSC partnership,42.5,Female,35,2021-05-01,sex,-17.6
Edinburgh,HSC partnership,185.5,Female,233,2021-05-01,sex,25.6
Falkirk,HSC partnership,81.5,Female,82,2021-05-01,sex,0.6
Fife,HSC partnership,195.5,Female,190,2021-05-01,sex,-2.8
Glasgow City,HSC partnership,341,Female,273,2021-05-01,sex,-19.9
Highland,HSC partnership,88.5,Female,73,2021-05-01,sex,-17.5
Inverclyde,HSC partnership,42,Female,40,2021-05-01,sex,-4.8
Midlothian,HSC partnership,38,Female,50,2021-05-01,sex,31.6
Moray,HSC partnership,37,Female,39,2021-05-01,sex,5.4
North Ayrshire,HSC partnership,77,Female,76,2021-05-01,sex,-1.3
North Lanarkshire,HSC partnership,158,Female,135,2021-05-01,sex,-14.6
Orkney Islands,HSC partnership,8.5,Female,8,2021-05-01,sex,-5.9
Perth & Kinross,HSC partnership,84.5,Female,73,2021-05-01,sex,-13.6
Renfrewshire,HSC partnership,76.5,Female,103,2021-05-01,sex,34.6
Scottish Borders,HSC partnership,60,Female,50,2021-05-01,sex,-16.7
Shetland Islands,HSC partnership,9.5,Female,18,2021-05-01,sex,89.5
South Ayrshire,HSC partnership,69.5,Female,74,2021-05-01,sex,6.5
South Lanarkshire,HSC partnership,168,Female,140,2021-05-01,sex,-16.7
West Dunbartonshire,HSC partnership,54,Female,58,2021-05-01,sex,7.4
West Lothian,HSC partnership,76.5,Female,82,2021-05-01,sex,7.2
Western Isles,HSC partnership,17.5,Female,16,2021-05-01,sex,-8.6
Aberdeen City,HSC partnership,81.5,Home,90,2021-05-01,injurylocation,10.4
Aberdeenshire,HSC partnership,73,Home,85,2021-05-01,injurylocation,16.4
Angus,HSC partnership,55,Home,70,2021-05-01,injurylocation,27.3
Argyll & Bute,HSC partnership,41.5,Home,42,2021-05-01,injurylocation,1.2
Clackmannanshire & Stirling,HSC partnership,30,Home,37,2021-05-01,injurylocation,23.3
Dumfries & Galloway,HSC partnership,75,Home,79,2021-05-01,injurylocation,5.3
Dundee City,HSC partnership,56.5,Home,74,2021-05-01,injurylocation,31
East Ayrshire,HSC partnership,43.5,Home,51,2021-05-01,injurylocation,17.2
East Dunbartonshire,HSC partnership,26,Home,33,2021-05-01,injurylocation,26.9
East Lothian,HSC partnership,26.5,Home,41,2021-05-01,injurylocation,54.7
East Renfrewshire,HSC partnership,29,Home,29,2021-05-01,injurylocation,0
Edinburgh,HSC partnership,148,Home,202,2021-05-01,injurylocation,36.5
Falkirk,HSC partnership,43,Home,43,2021-05-01,injurylocation,0
Fife,HSC partnership,166.5,Home,175,2021-05-01,injurylocation,5.1
Glasgow City,HSC partnership,169,Home,162,2021-05-01,injurylocation,-4.1
Highland,HSC partnership,52.5,Home,43,2021-05-01,injurylocation,-18.1
Inverclyde,HSC partnership,29.5,Home,21,2021-05-01,injurylocation,-28.8
Midlothian,HSC partnership,26,Home,43,2021-05-01,injurylocation,65.4
Moray,HSC partnership,20,Home,26,2021-05-01,injurylocation,30
North Ayrshire,HSC partnership,53.5,Home,63,2021-05-01,injurylocation,17.8
North Lanarkshire,HSC partnership,93,Home,87,2021-05-01,injurylocation,-6.5
Orkney Islands,HSC partnership,5.5,Home,8,2021-05-01,injurylocation,45.5
Perth & Kinross,HSC partnership,52.5,Home,59,2021-05-01,injurylocation,12.4
Renfrewshire,HSC partnership,48.5,Home,67,2021-05-01,injurylocation,38.1
Scottish Borders,HSC partnership,54.5,Home,49,2021-05-01,injurylocation,-10.1
Shetland Islands,HSC partnership,5,Home,19,2021-05-01,injurylocation,280
South Ayrshire,HSC partnership,50,Home,48,2021-05-01,injurylocation,-4
South Lanarkshire,HSC partnership,87.5,Home,97,2021-05-01,injurylocation,10.9
West Dunbartonshire,HSC partnership,32.5,Home,35,2021-05-01,injurylocation,7.7
West Lothian,HSC partnership,52,Home,71,2021-05-01,injurylocation,36.5
Western Isles,HSC partnership,5,Home,7,2021-05-01,injurylocation,40
Aberdeen City,HSC partnership,110,Male,78,2021-05-01,sex,-29.1
Aberdeenshire,HSC partnership,110.5,Male,77,2021-05-01,sex,-30.3
Angus,HSC partnership,76.5,Male,63,2021-05-01,sex,-17.6
Argyll & Bute,HSC partnership,52.5,Male,43,2021-05-01,sex,-18.1
Clackmannanshire & Stirling,HSC partnership,63.5,Male,55,2021-05-01,sex,-13.4
Dumfries & Galloway,HSC partnership,73.5,Male,67,2021-05-01,sex,-8.8
Dundee City,HSC partnership,90.5,Male,72,2021-05-01,sex,-20.4
East Ayrshire,HSC partnership,68,Male,74,2021-05-01,sex,8.8
East Dunbartonshire,HSC partnership,57,Male,51,2021-05-01,sex,-10.5
East Lothian,HSC partnership,36,Male,35,2021-05-01,sex,-2.8
East Renfrewshire,HSC partnership,39,Male,36,2021-05-01,sex,-7.7
Edinburgh,HSC partnership,174.5,Male,174,2021-05-01,sex,-0.3
Falkirk,HSC partnership,86,Male,55,2021-05-01,sex,-36
Fife,HSC partnership,198,Male,166,2021-05-01,sex,-16.2
Glasgow City,HSC partnership,369.5,Male,323,2021-05-01,sex,-12.6
Highland,HSC partnership,107,Male,66,2021-05-01,sex,-38.3
Inverclyde,HSC partnership,43.5,Male,35,2021-05-01,sex,-19.5
Midlothian,HSC partnership,37.5,Male,37,2021-05-01,sex,-1.3
Moray,HSC partnership,37.5,Male,43,2021-05-01,sex,14.7
North Ayrshire,HSC partnership,79.5,Male,67,2021-05-01,sex,-15.7
North Lanarkshire,HSC partnership,186.5,Male,161,2021-05-01,sex,-13.7
Orkney Islands,HSC partnership,9,Male,13,2021-05-01,sex,44.4
Perth & Kinross,HSC partnership,78.5,Male,53,2021-05-01,sex,-32.5
Renfrewshire,HSC partnership,91,Male,92,2021-05-01,sex,1.1
Scottish Borders,HSC partnership,66,Male,45,2021-05-01,sex,-31.8
Shetland Islands,HSC partnership,7.5,Male,14,2021-05-01,sex,86.7
South Ayrshire,HSC partnership,54,Male,63,2021-05-01,sex,16.7
South Lanarkshire,HSC partnership,153.5,Male,141,2021-05-01,sex,-8.1
West Dunbartonshire,HSC partnership,54,Male,39,2021-05-01,sex,-27.8
West Lothian,HSC partnership,90.5,Male,82,2021-05-01,sex,-9.4
Western Isles,HSC partnership,22.5,Male,14,2021-05-01,sex,-37.8
Aberdeen City,HSC partnership,50.5,Other,48,2021-05-01,injurylocation,-5
Aberdeenshire,HSC partnership,49.5,Other,36,2021-05-01,injurylocation,-27.3
Angus,HSC partnership,26.5,Other,25,2021-05-01,injurylocation,-5.7
Argyll & Bute,HSC partnership,14.5,Other,14,2021-05-01,injurylocation,-3.4
Clackmannanshire & Stirling,HSC partnership,20.5,Other,18,2021-05-01,injurylocation,-12.2
Dumfries & Galloway,HSC partnership,35,Other,24,2021-05-01,injurylocation,-31.4
Dundee City,HSC partnership,33,Other,35,2021-05-01,injurylocation,6.1
East Ayrshire,HSC partnership,20.5,Other,20,2021-05-01,injurylocation,-2.4
East Dunbartonshire,HSC partnership,17.5,Other,13,2021-05-01,injurylocation,-25.7
East Lothian,HSC partnership,9.5,Other,16,2021-05-01,injurylocation,68.4
East Renfrewshire,HSC partnership,12,Other,10,2021-05-01,injurylocation,-16.7
Edinburgh,HSC partnership,64.5,Other,67,2021-05-01,injurylocation,3.9
Falkirk,HSC partnership,23,Other,11,2021-05-01,injurylocation,-52.2
Fife,HSC partnership,61,Other,56,2021-05-01,injurylocation,-8.2
Glasgow City,HSC partnership,83,Other,61,2021-05-01,injurylocation,-26.5
Highland,HSC partnership,29.5,Other,25,2021-05-01,injurylocation,-15.3
Inverclyde,HSC partnership,9,Other,11,2021-05-01,injurylocation,22.2
Midlothian,HSC partnership,14.5,Other,11,2021-05-01,injurylocation,-24.1
Moray,HSC partnership,9.5,Other,8,2021-05-01,injurylocation,-15.8
North Ayrshire,HSC partnership,29,Other,21,2021-05-01,injurylocation,-27.6
North Lanarkshire,HSC partnership,40.5,Other,45,2021-05-01,injurylocation,11.1
Perth & Kinross,HSC partnership,30,Other,22,2021-05-01,injurylocation,-26.7
Renfrewshire,HSC partnership,28.5,Other,23,2021-05-01,injurylocation,-19.3
Scottish Borders,HSC partnership,22.5,Other,16,2021-05-01,injurylocation,-28.9
Shetland Islands,HSC partnership,3,Other,7,2021-05-01,injurylocation,133.3
South Ayrshire,HSC partnership,18.5,Other,24,2021-05-01,injurylocation,29.7
South Lanarkshire,HSC partnership,44,Other,40,2021-05-01,injurylocation,-9.1
West Dunbartonshire,HSC partnership,15.5,Other,15,2021-05-01,injurylocation,-3.2
West Lothian,HSC partnership,27,Other,37,2021-05-01,injurylocation,37
Western Isles,HSC partnership,5,Other,5,2021-05-01,injurylocation,0
Aberdeen City,HSC partnership,55,Undisclosed,39,2021-05-01,injurylocation,-29.1
Aberdeenshire,HSC partnership,51.5,Undisclosed,20,2021-05-01,injurylocation,-61.2
Angus,HSC partnership,54,Undisclosed,31,2021-05-01,injurylocation,-42.6
Argyll & Bute,HSC partnership,30.5,Undisclosed,30,2021-05-01,injurylocation,-1.6
Clackmannanshire & Stirling,HSC partnership,59,Undisclosed,50,2021-05-01,injurylocation,-15.3
Dumfries & Galloway,HSC partnership,26,Undisclosed,31,2021-05-01,injurylocation,19.2
Dundee City,HSC partnership,69,Undisclosed,31,2021-05-01,injurylocation,-55.1
East Ayrshire,HSC partnership,60.5,Undisclosed,47,2021-05-01,injurylocation,-22.3
East Dunbartonshire,HSC partnership,59.5,Undisclosed,67,2021-05-01,injurylocation,12.6
East Lothian,HSC partnership,31.5,Undisclosed,21,2021-05-01,injurylocation,-33.3
East Renfrewshire,HSC partnership,32.5,Undisclosed,28,2021-05-01,injurylocation,-13.8
Edinburgh,HSC partnership,121.5,Undisclosed,110,2021-05-01,injurylocation,-9.5
Falkirk,HSC partnership,90,Undisclosed,76,2021-05-01,injurylocation,-15.6
Fife,HSC partnership,127.5,Undisclosed,105,2021-05-01,injurylocation,-17.6
Glasgow City,HSC partnership,415,Undisclosed,335,2021-05-01,injurylocation,-19.3
Highland,HSC partnership,87,Undisclosed,54,2021-05-01,injurylocation,-37.9
Inverclyde,HSC partnership,42.5,Undisclosed,40,2021-05-01,injurylocation,-5.9
Midlothian,HSC partnership,27.5,Undisclosed,26,2021-05-01,injurylocation,-5.5
Moray,HSC partnership,35,Undisclosed,37,2021-05-01,injurylocation,5.7
North Ayrshire,HSC partnership,65.5,Undisclosed,52,2021-05-01,injurylocation,-20.6
North Lanarkshire,HSC partnership,192.5,Undisclosed,143,2021-05-01,injurylocation,-25.7
Orkney Islands,HSC partnership,4,Undisclosed,5,2021-05-01,injurylocation,25
Perth & Kinross,HSC partnership,65.5,Undisclosed,36,2021-05-01,injurylocation,-45
Renfrewshire,HSC partnership,77,Undisclosed,90,2021-05-01,injurylocation,16.9
Scottish Borders,HSC partnership,32.5,Undisclosed,23,2021-05-01,injurylocation,-29.2
South Ayrshire,HSC partnership,43,Undisclosed,56,2021-05-01,injurylocation,30.2
South Lanarkshire,HSC partnership,169,Undisclosed,119,2021-05-01,injurylocation,-29.6
West Dunbartonshire,HSC partnership,53,Undisclosed,39,2021-05-01,injurylocation,-26.4
West Lothian,HSC partnership,70,Undisclosed,46,2021-05-01,injurylocation,-34.3
Western Isles,HSC partnership,25.5,Undisclosed,18,2021-05-01,injurylocation,-29.4
Scotland,Scotland,287.5,0-4,222,2021-05-01,age,-22.8
Scotland,Scotland,1427,1 - most deprived,1265,2021-05-01,dep,-11.4
Scotland,Scotland,226,12-17,222,2021-05-01,age,-1.8
Scotland,Scotland,278,18-24,207,2021-05-01,age,-25.5
Scotland,Scotland,1205.5,2,1133,2021-05-01,dep,-6
Scotland,Scotland,830.5,25-44,724,2021-05-01,age,-12.8
Scotland,Scotland,1036,3,959,2021-05-01,dep,-7.4
Scotland,Scotland,892.5,4,859,2021-05-01,dep,-3.8
Scotland,Scotland,1076.5,45-64,1005,2021-05-01,age,-6.6
Scotland,Scotland,775.5,5 - least deprived,686,2021-05-01,dep,-11.5
Scotland,Scotland,375.5,5-11,244,2021-05-01,age,-35
Scotland,Scotland,1003.5,65-79,995,2021-05-01,age,-0.8
Scotland,Scotland,1259,80 and over,1283,2021-05-01,age,1.9
Scotland,Scotland,5336.5,All,4902,2021-05-01,all,-8.1
Scotland,Scotland,2613.5,Female,2567,2021-05-01,sex,-1.8
Scotland,Scotland,1731.5,Home,1956,2021-05-01,injurylocation,13
Scotland,Scotland,2723,Male,2334,2021-05-01,sex,-14.3
Scotland,Scotland,851,Other,768,2021-05-01,injurylocation,-9.8
Scotland,Scotland,2280,Undisclosed,1808,2021-05-01,injurylocation,-20.7
NHS Ayrshire & Arran,Health board,22,0-4,18,2021-04-01,age,-18.2
NHS Borders,Health board,5,0-4,12,2021-04-01,age,140
NHS Fife,Health board,13.5,0-4,19,2021-04-01,age,40.7
NHS Forth Valley,Health board,14.5,0-4,10,2021-04-01,age,-31
NHS Grampian,Health board,29.5,0-4,28,2021-04-01,age,-5.1
NHS Greater Glasgow & Clyde,Health board,65.5,0-4,49,2021-04-01,age,-25.2
NHS Lanarkshire,Health board,33.5,0-4,38,2021-04-01,age,13.4
NHS Lothian,Health board,34,0-4,29,2021-04-01,age,-14.7
NHS Tayside,Health board,18,0-4,22,2021-04-01,age,22.2
NHS Ayrshire & Arran,Health board,126.5,1 - most deprived,130,2021-04-01,dep,2.8
NHS Borders,Health board,6,1 - most deprived,13,2021-04-01,dep,116.7
NHS Dumfries & Galloway,Health board,17,1 - most deprived,12,2021-04-01,dep,-29.4
NHS Fife,Health board,97,1 - most deprived,96,2021-04-01,dep,-1
NHS Forth Valley,Health board,53,1 - most deprived,71,2021-04-01,dep,34
NHS Grampian,Health board,38,1 - most deprived,27,2021-04-01,dep,-28.9
NHS Greater Glasgow & Clyde,Health board,522,1 - most deprived,514,2021-04-01,dep,-1.5
NHS Highland,Health board,39,1 - most deprived,21,2021-04-01,dep,-46.2
NHS Lanarkshire,Health board,203.5,1 - most deprived,186,2021-04-01,dep,-8.6
NHS Lothian,Health board,89,1 - most deprived,128,2021-04-01,dep,43.8
NHS Tayside,Health board,92.5,1 - most deprived,87,2021-04-01,dep,-5.9
NHS Ayrshire & Arran,Health board,12.5,12-17,8,2021-04-01,age,-36
NHS Dumfries & Galloway,Health board,7,12-17,13,2021-04-01,age,85.7
NHS Fife,Health board,9,12-17,19,2021-04-01,age,111.1
NHS Forth Valley,Health board,4.5,12-17,17,2021-04-01,age,277.8
NHS Grampian,Health board,18.5,12-17,22,2021-04-01,age,18.9
NHS Greater Glasgow & Clyde,Health board,51,12-17,64,2021-04-01,age,25.5
NHS Highland,Health board,7.5,12-17,5,2021-04-01,age,-33.3
NHS Lanarkshire,Health board,24,12-17,35,2021-04-01,age,45.8
NHS Lothian,Health board,17.5,12-17,22,2021-04-01,age,25.7
NHS Tayside,Health board,15.5,12-17,8,2021-04-01,age,-48.4
NHS Western Isles,Health board,2,12-17,5,2021-04-01,age,150
NHS Ayrshire & Arran,Health board,22.5,18-24,24,2021-04-01,age,6.7
NHS Fife,Health board,16.5,18-24,7,2021-04-01,age,-57.6
NHS Forth Valley,Health board,10.5,18-24,6,2021-04-01,age,-42.9
NHS Grampian,Health board,23.5,18-24,16,2021-04-01,age,-31.9
NHS Greater Glasgow & Clyde,Health board,68.5,18-24,40,2021-04-01,age,-41.6
NHS Highland,Health board,17.5,18-24,11,2021-04-01,age,-37.1
NHS Lanarkshire,Health board,31.5,18-24,35,2021-04-01,age,11.1
NHS Lothian,Health board,37.5,18-24,26,2021-04-01,age,-30.7
NHS Tayside,Health board,20.5,18-24,23,2021-04-01,age,12.2
NHS Ayrshire & Arran,Health board,94,2,83,2021-04-01,dep,-11.7
NHS Borders,Health board,18.5,2,17,2021-04-01,dep,-8.1
NHS Dumfries & Galloway,Health board,47,2,35,2021-04-01,dep,-25.5
NHS Fife,Health board,86,2,106,2021-04-01,dep,23.3
NHS Forth Valley,Health board,69,2,69,2021-04-01,dep,0
NHS Grampian,Health board,82.5,2,82,2021-04-01,dep,-0.6
NHS Greater Glasgow & Clyde,Health board,213.5,2,207,2021-04-01,dep,-3
NHS Highland,Health board,57,2,45,2021-04-01,dep,-21.1
NHS Lanarkshire,Health board,166.5,2,184,2021-04-01,dep,10.5
NHS Lothian,Health board,177.5,2,197,2021-04-01,dep,11
NHS Tayside,Health board,86,2,66,2021-04-01,dep,-23.3
NHS Ayrshire & Arran,Health board,55,25-44,39,2021-04-01,age,-29.1
NHS Dumfries & Galloway,Health board,16,25-44,10,2021-04-01,age,-37.5
NHS Fife,Health board,44.5,25-44,60,2021-04-01,age,34.8
NHS Forth Valley,Health board,43.5,25-44,45,2021-04-01,age,3.4
NHS Grampian,Health board,82.5,25-44,54,2021-04-01,age,-34.5
NHS Greater Glasgow & Clyde,Health board,207,25-44,179,2021-04-01,age,-13.5
NHS Highland,Health board,47,25-44,29,2021-04-01,age,-38.3
NHS Lanarkshire,Health board,103,25-44,83,2021-04-01,age,-19.4
NHS Lothian,Health board,104,25-44,129,2021-04-01,age,24
NHS Tayside,Health board,60.5,25-44,57,2021-04-01,age,-5.8
NHS Ayrshire & Arran,Health board,71.5,3,68,2021-04-01,dep,-4.9
NHS Borders,Health board,38,3,40,2021-04-01,dep,5.3
NHS Dumfries & Galloway,Health board,52.5,3,57,2021-04-01,dep,8.6
NHS Fife,Health board,61,3,73,2021-04-01,dep,19.7
NHS Forth Valley,Health board,50,3,66,2021-04-01,dep,32
NHS Grampian,Health board,99.5,3,99,2021-04-01,dep,-0.5
NHS Greater Glasgow & Clyde,Health board,143,3,130,2021-04-01,dep,-9.1
NHS Highland,Health board,111.5,3,92,2021-04-01,dep,-17.5
NHS Lanarkshire,Health board,102.5,3,109,2021-04-01,dep,6.3
NHS Lothian,Health board,104,3,129,2021-04-01,dep,24
NHS Shetland,Health board,9.5,3,5,2021-04-01,dep,-47.4
NHS Tayside,Health board,88.5,3,89,2021-04-01,dep,0.6
NHS Western Isles,Health board,34,3,27,2021-04-01,dep,-20.6
NHS Ayrshire & Arran,Health board,62.5,4,55,2021-04-01,dep,-12
NHS Borders,Health board,23.5,4,20,2021-04-01,dep,-14.9
NHS Dumfries & Galloway,Health board,25.5,4,17,2021-04-01,dep,-33.3
NHS Fife,Health board,63.5,4,65,2021-04-01,dep,2.4
NHS Forth Valley,Health board,48,4,65,2021-04-01,dep,35.4
NHS Grampian,Health board,124,4,132,2021-04-01,dep,6.5
NHS Greater Glasgow & Clyde,Health board,127.5,4,125,2021-04-01,dep,-2
NHS Highland,Health board,63,4,65,2021-04-01,dep,3.2
NHS Lanarkshire,Health board,90.5,4,90,2021-04-01,dep,-0.6
NHS Lothian,Health board,86.5,4,118,2021-04-01,dep,36.4
NHS Orkney,Health board,9.5,4,7,2021-04-01,dep,-26.3
NHS Shetland,Health board,8.5,4,6,2021-04-01,dep,-29.4
NHS Tayside,Health board,106.5,4,106,2021-04-01,dep,-0.5
NHS Ayrshire & Arran,Health board,73.5,45-64,83,2021-04-01,age,12.9
NHS Borders,Health board,18,45-64,22,2021-04-01,age,22.2
NHS Dumfries & Galloway,Health board,31,45-64,25,2021-04-01,age,-19.4
NHS Fife,Health board,54.5,45-64,61,2021-04-01,age,11.9
NHS Forth Valley,Health board,49,45-64,61,2021-04-01,age,24.5
NHS Grampian,Health board,86,45-64,90,2021-04-01,age,4.7
NHS Greater Glasgow & Clyde,Health board,252.5,45-64,285,2021-04-01,age,12.9
NHS Highland,Health board,54.5,45-64,62,2021-04-01,age,13.8
NHS Lanarkshire,Health board,139,45-64,145,2021-04-01,age,4.3
NHS Lothian,Health board,106,45-64,156,2021-04-01,age,47.2
NHS Tayside,Health board,93.5,45-64,64,2021-04-01,age,-31.6
NHS Western Isles,Health board,7.5,45-64,5,2021-04-01,age,-33.3
NHS Ayrshire & Arran,Health board,47.5,5 - least deprived,32,2021-04-01,dep,-32.6
NHS Borders,Health board,6,5 - least deprived,7,2021-04-01,dep,16.7
NHS Dumfries & Galloway,Health board,7,5 - least deprived,8,2021-04-01,dep,14.3
NHS Fife,Health board,39,5 - least deprived,42,2021-04-01,dep,7.7
NHS Forth Valley,Health board,50,5 - least deprived,39,2021-04-01,dep,-22
NHS Grampian,Health board,109,5 - least deprived,125,2021-04-01,dep,14.7
NHS Greater Glasgow & Clyde,Health board,187,5 - least deprived,217,2021-04-01,dep,16
NHS Highland,Health board,17.5,5 - least deprived,18,2021-04-01,dep,2.9
NHS Lanarkshire,Health board,51.5,5 - least deprived,58,2021-04-01,dep,12.6
NHS Lothian,Health board,148.5,5 - least deprived,220,2021-04-01,dep,48.1
NHS Tayside,Health board,69.5,5 - least deprived,59,2021-04-01,dep,-15.1
NHS Ayrshire & Arran,Health board,22,5-11,25,2021-04-01,age,13.6
NHS Borders,Health board,4.5,5-11,10,2021-04-01,age,122.2
NHS Dumfries & Galloway,Health board,9.5,5-11,11,2021-04-01,age,15.8
NHS Fife,Health board,19.5,5-11,17,2021-04-01,age,-12.8
NHS Forth Valley,Health board,14.5,5-11,16,2021-04-01,age,10.3
NHS Grampian,Health board,35,5-11,32,2021-04-01,age,-8.6
NHS Greater Glasgow & Clyde,Health board,58,5-11,85,2021-04-01,age,46.6
NHS Highland,Health board,7,5-11,13,2021-04-01,age,85.7
NHS Lanarkshire,Health board,41,5-11,37,2021-04-01,age,-9.8
NHS Lothian,Health board,26.5,5-11,28,2021-04-01,age,5.7
NHS Tayside,Health board,23,5-11,24,2021-04-01,age,4.3
NHS Ayrshire & Arran,Health board,82.5,65-79,85,2021-04-01,age,3
NHS Borders,Health board,20.5,65-79,14,2021-04-01,age,-31.7
NHS Dumfries & Galloway,Health board,36,65-79,24,2021-04-01,age,-33.3
NHS Fife,Health board,77.5,65-79,69,2021-04-01,age,-11
NHS Forth Valley,Health board,64.5,65-79,64,2021-04-01,age,-0.8
NHS Grampian,Health board,85.5,65-79,103,2021-04-01,age,20.5
NHS Greater Glasgow & Clyde,Health board,233,65-79,178,2021-04-01,age,-23.6
NHS Highland,Health board,78,65-79,46,2021-04-01,age,-41
NHS Lanarkshire,Health board,114.5,65-79,110,2021-04-01,age,-3.9
NHS Lothian,Health board,105.5,65-79,139,2021-04-01,age,31.8
NHS Tayside,Health board,79.5,65-79,78,2021-04-01,age,-1.9
NHS Ayrshire & Arran,Health board,112,80 and over,86,2021-04-01,age,-23.2
NHS Borders,Health board,25.5,80 and over,33,2021-04-01,age,29.4
NHS Dumfries & Galloway,Health board,38.5,80 and over,39,2021-04-01,age,1.3
NHS Fife,Health board,111.5,80 and over,130,2021-04-01,age,16.6
NHS Forth Valley,Health board,69,80 and over,91,2021-04-01,age,31.9
NHS Grampian,Health board,92.5,80 and over,120,2021-04-01,age,29.7
NHS Greater Glasgow & Clyde,Health board,257.5,80 and over,313,2021-04-01,age,21.6
NHS Highland,Health board,65,80 and over,72,2021-04-01,age,10.8
NHS Lanarkshire,Health board,128,80 and over,144,2021-04-01,age,12.5
